conversation_id,title,create_time,update_time,month_bucket,message_count,primary_project,project_names_raw,project_names_canonical,is_real_project_work,confidence_0_1,classification_reason,summary
69a34abc-e820-832e-90f0-18242abf08b2,NeuralCache Technical Assessment,2026-02-28 12:06:24,2026-02-28 20:17:34,2026-02,164,hypersnatch,hypersnatch | neuralshell | neuraltube | neuralos,hypersnatch | neuralshell | neuraltube | neuralos,True,0.95,"matched canonical project aliases: hypersnatch, neuralshell, neuraltube, neuralos","NeuralCache Technical Assessment classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuraltube, neuralos."
699ca78c-3300-8331-85b5-197a37411735,Gemini 3-Phase Build,2026-02-23 11:16:36,2026-02-28 14:08:15,2026-02,170,neuraltube,neuraltube | hypersnatch | neuralshell | neuralos | iseebs | neuralbook | obey_neurodomverse,neuraltube | hypersnatch | neuralshell | neuralos | iseebs | neuralbook | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, neuralshell, neuralos, iseebs","Gemini 3-Phase Build classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, neuralshell, neuralos, iseebs."
69a295e8-e648-8331-ac71-87d14b2850ad,File Analysis Options,2026-02-27 23:14:49,2026-02-28 01:08:28,2026-02,213,iseebs,iseebs | hypersnatch | mind_unset | neuralbook | neuralos | neuralshell | neuraltube,iseebs | hypersnatch | mind_unset | neuralbook | neuralos | neuralshell | neuraltube,True,0.95,"matched canonical project aliases: iseebs, hypersnatch, mind_unset, neuralbook, neuralos","File Analysis Options classified as iseebs (project work). Reason: matched canonical project aliases: iseebs, hypersnatch, mind_unset, neuralbook, neuralos."
69a15ca4-09d0-8333-b4b7-2dd374527d9f,Improve VPN,2026-02-27 00:58:24,2026-02-27 22:40:35,2026-02,84,hypersnatch,hypersnatch | neuralshell | neuraltube | neuralbook | neuralos,hypersnatch | neuralshell | neuraltube | neuralbook | neuralos,True,0.95,"matched canonical project aliases: hypersnatch, neuralshell, neuraltube, neuralbook, neuralos","Improve VPN classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuraltube, neuralbook, neuralos."
69a21bc5-1e1c-8325-8dc5-b8de468288d3,VirtualBox Setup Check,2026-02-27 14:33:56,2026-02-27 14:36:26,2026-02,4,neuralos,neuralos,neuralos,True,0.65,matched canonical project aliases: neuralos,VirtualBox Setup Check classified as neuralos (project work). Reason: matched canonical project aliases: neuralos.
699defa0-bdb4-832b-b04e-5e6c29dec137,Scan Project Folder,2026-02-24 10:36:44,2026-02-25 20:50:24,2026-02,513,neuraltube,neuraltube | obey_neurodomverse | neuralos | hypersnatch | neuralshell | scamazon | iseebs | mind_unset | snoozurp | neuralbook,neuraltube | obey_neurodomverse | neuralos | hypersnatch | neuralshell | scamazon | iseebs | mind_unset | snoozurp | neuralbook,True,0.95,"matched canonical project aliases: neuraltube, obey_neurodomverse, neuralos, hypersnatch, neuralshell","Scan Project Folder classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, obey_neurodomverse, neuralos, hypersnatch, neuralshell."
699f9b71-8660-832e-ba3c-09e367f95939,Desktop to Android File Sharing,2026-02-25 17:01:50,2026-02-25 20:08:35,2026-02,100,neuralos,neuralos | neuraltube | hypersnatch | mind_unset | neuralbook | neuralshell | obey_neurodomverse,neuralos | neuraltube | hypersnatch | mind_unset | neuralbook | neuralshell | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, neuralbook","Desktop to Android File Sharing classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, neuralbook."
699e9daa-6f94-8329-8c5d-828fbbdaa697,Hypersnatch Master File,2026-02-24 22:59:22,2026-02-24 23:45:12,2026-02,114,neuralos,neuralos | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralshell | scamazon | snoozurp | neuralbook,neuralos | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralshell | scamazon | snoozurp | neuralbook,True,0.95,"matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, hypersnatch, mind_unset","Hypersnatch Master File classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, hypersnatch, mind_unset."
699ddf6e-5514-8333-b6ab-16a434ab6bb9,Audit Results Breakdown,2026-02-24 09:27:13,2026-02-24 18:58:54,2026-02,34,neuraltube,neuraltube | hypersnatch | iseebs | neuralbook | neuralos | neuralshell,neuraltube | hypersnatch | iseebs | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, iseebs, neuralbook, neuralos","Audit Results Breakdown classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, iseebs, neuralbook, neuralos."
699d0708-d9b4-8327-9c13-0a67cc1ab437,NeuralTube Maintenance Mode,2026-02-23 18:03:54,2026-02-24 01:07:06,2026-02,139,neuraltube,neuraltube | neuralos | obey_neurodomverse | neuralshell | scamazon | snoozurp | hypersnatch | iseebs | mind_unset | neuralbook,neuraltube | neuralos | obey_neurodomverse | neuralshell | scamazon | snoozurp | hypersnatch | iseebs | mind_unset | neuralbook,True,0.95,"matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, neuralshell, scamazon","NeuralTube Maintenance Mode classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, neuralshell, scamazon."
