conversation_id,title,create_time,update_time,month_bucket,message_count,primary_project,project_names_raw,project_names_canonical,is_real_project_work,confidence_0_1,classification_reason,summary
68d844e0-a074-8329-9688-641253d23c63,Project status scan,2025-09-27 13:11:13,2025-09-27 16:26:20,2025-09,10,neuraltube,neuraltube | neuralos | obey_neurodomverse | hypersnatch | neuralshell | scamazon | mind_unset | neuralbook | snoozurp,neuraltube | neuralos | obey_neurodomverse | hypersnatch | neuralshell | scamazon | mind_unset | neuralbook | snoozurp,True,0.95,"matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, hypersnatch, neuralshell","Project status scan classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, hypersnatch, neuralshell."
68bb9868-7948-8320-af40-e01f6814d8f1,HyperSnatch v2 build,2025-09-05 19:11:53,2025-09-26 20:17:19,2025-09,73,hypersnatch,hypersnatch | neuralos | neuraltube,hypersnatch | neuralos | neuraltube,True,0.95,"matched canonical project aliases: hypersnatch, neuralos, neuraltube","HyperSnatch v2 build classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralos, neuraltube."
68b8a4a3-f5a8-8321-929c-2e01d2869882,Million dollar app upgrades,2025-09-03 13:28:02,2025-09-21 22:41:38,2025-09,186,hypersnatch,hypersnatch | obey_neurodomverse | scamazon | neuralos | neuraltube | mind_unset | neuralbook | snoozurp,hypersnatch | obey_neurodomverse | scamazon | neuralos | neuraltube | mind_unset | neuralbook | snoozurp,True,0.95,"matched canonical project aliases: hypersnatch, obey_neurodomverse, scamazon, neuralos, neuraltube","Million dollar app upgrades classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, obey_neurodomverse, scamazon, neuralos, neuraltube."
68a67ff7-7aa8-8321-9af9-ed306c07dcd3,NeuralOS™ Beta,2025-08-20 19:10:00,2025-09-21 13:04:39,2025-09,355,obey_neurodomverse,obey_neurodomverse | scamazon | neuralos | mind_unset | neuraltube | hypersnatch | iseebs | snoozurp | neuralbook,obey_neurodomverse | scamazon | neuralos | mind_unset | neuraltube | hypersnatch | iseebs | snoozurp | neuralbook,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, mind_unset, neuraltube","NeuralOS™ Beta classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, mind_unset, neuraltube."
689eb437-0278-8322-8125-c64b7f43c9b0,llm,2025-08-14 21:14:53,2025-09-18 19:38:34,2025-09,574,obey_neurodomverse,obey_neurodomverse | scamazon | mind_unset | neuralos | iseebs | neuralshell | neuraltube | hypersnatch | neuralbook,obey_neurodomverse | scamazon | mind_unset | neuralos | iseebs | neuralshell | neuraltube | hypersnatch | neuralbook,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, neuralos, iseebs","llm classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, neuralos, iseebs."
68bf866c-cae4-8330-bf03-a6e7753d2284,Project status report,2025-09-08 18:44:13,2025-09-13 15:04:39,2025-09,229,neuralos,neuralos | obey_neurodomverse | neuraltube | scamazon | hypersnatch | snoozurp | mind_unset | iseebs | neuralbook,neuralos | obey_neurodomverse | neuraltube | scamazon | hypersnatch | snoozurp | mind_unset | iseebs | neuralbook,True,0.95,"matched canonical project aliases: neuralos, obey_neurodomverse, neuraltube, scamazon, hypersnatch","Project status report classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, obey_neurodomverse, neuraltube, scamazon, hypersnatch."
68c4ff63-ee90-832a-8c31-c8f981c7ce50,Scan progress report,2025-09-12 22:21:40,2025-09-13 15:03:06,2025-09,35,obey_neurodomverse,obey_neurodomverse | neuraltube | neuralos | hypersnatch | scamazon | mind_unset | neuralbook | neuralshell,obey_neurodomverse | neuraltube | neuralos | hypersnatch | scamazon | mind_unset | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: obey_neurodomverse, neuraltube, neuralos, hypersnatch, scamazon","Scan progress report classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, neuraltube, neuralos, hypersnatch, scamazon."
68bf2de7-afc4-8323-bbca-03dbf6687222,Project status report,2025-09-08 12:26:32,2025-09-13 14:55:14,2025-09,344,obey_neurodomverse,obey_neurodomverse | neuralos | neuraltube | scamazon | hypersnatch | mind_unset | neuralshell | snoozurp | iseebs | neuralbook,obey_neurodomverse | neuralos | neuraltube | scamazon | hypersnatch | mind_unset | neuralshell | snoozurp | iseebs | neuralbook,True,0.95,"matched canonical project aliases: obey_neurodomverse, neuralos, neuraltube, scamazon, hypersnatch","Project status report classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, neuralos, neuraltube, scamazon, hypersnatch."
68bfd46c-03e8-8324-85a6-d8705eb99dcb,Shower curtain fixes,2025-09-09 00:17:17,2025-09-09 15:34:49,2025-09,14,neuralos,neuralos | obey_neurodomverse | scamazon,neuralos | obey_neurodomverse | scamazon,True,0.8,"matched canonical project aliases: neuralos, obey_neurodomverse, scamazon","Shower curtain fixes classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, obey_neurodomverse, scamazon."
68bfcc86-be74-8320-9735-70e2d30e505a,Deep scan chat breakdown,2025-09-08 23:43:19,2025-09-08 23:46:31,2025-09,14,obey_neurodomverse,obey_neurodomverse | hypersnatch | neuralos | mind_unset | scamazon | neuralbook | neuraltube | snoozurp,obey_neurodomverse | hypersnatch | neuralos | mind_unset | scamazon | neuralbook | neuraltube | snoozurp,True,0.95,"matched canonical project aliases: obey_neurodomverse, hypersnatch, neuralos, mind_unset, scamazon","Deep scan chat breakdown classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, hypersnatch, neuralos, mind_unset, scamazon."
